region_code,region_lat_center,region_lon_center,event_count,mag_mean,mag_max,depth_mean,sig_mean,tsunami_rate,event_share
G041_090,13.75,46.25,13,4.507692307692308,5.7,10.0,315.38461538461536,0.0,4.344177849304481e-06
G014_136,-53.75,161.25,13,4.161538461538462,5.7,10.684615384615386,291.46153846153845,0.0,4.344177849304481e-06
G056_131,51.25,148.75,13,4.615384615384615,5.9,553.1536923076923,334.6923076923077,0.0,4.344177849304481e-06
G056_109,51.25,93.75,13,4.292307692307692,4.9,13.253846153846155,285.15384615384613,0.0,4.344177849304481e-06
G038_125,6.25,133.75,13,4.707692307692308,6.1,15.234615384615385,346.2307692307692,0.0,4.344177849304481e-06
G018_108,-43.75,91.25,13,4.415384615384616,5.8,10.382307692307693,328.38461538461536,0.0,4.344177849304481e-06
G016_041,-48.75,-76.25,13,4.6230769230769235,5.6,24.888461538461538,331.2307692307692,0.0,4.344177849304481e-06
G050_123,36.25,128.75,13,4.430769230769231,5.5,12.992999999999999,410.9230769230769,0.0,4.344177849304481e-06
G037_125,3.75,133.75,13,4.630769230769231,5.1,17.99076923076923,331.0,0.0,4.344177849304481e-06
G053_101,43.75,73.75,13,3.076923076923077,5.5,15.00923076923077,213.53846153846155,0.0,4.344177849304481e-06
G013_058,-56.25,-33.75,13,4.6230769230769235,5.2,13.221461538461538,331.0769230769231,0.0,4.344177849304481e-06
G014_013,-53.75,-146.25,13,5.0,5.8,9.923076923076923,388.15384615384613,0.0,4.344177849304481e-06
G015_069,-51.25,-6.25,13,4.776923076923077,5.5,10.0,352.53846153846155,0.0,4.344177849304481e-06
G014_021,-53.75,-126.25,13,4.6923076923076925,5.7,10.31076923076923,340.61538461538464,0.0,4.344177849304481e-06
G049_065,33.75,-16.25,13,3.9153846153846152,4.4,10.63076923076923,238.6153846153846,0.0,4.344177849304481e-06
G061_020,63.75,-128.75,13,4.292307692307692,5.6,7.864615384615385,288.0769230769231,0.0,4.344177849304481e-06
G057_106,53.75,86.25,13,4.015384615384615,5.6,10.308461538461538,275.7692307692308,0.0,4.344177849304481e-06
G035_107,-1.25,88.75,13,4.661538461538462,5.9,12.00076923076923,339.7692307692308,0.0,4.344177849304481e-06
G050_130,36.25,146.25,13,4.569230769230769,5.4,16.377692307692307,323.46153846153845,0.0,4.344177849304481e-06
G046_099,26.25,68.75,13,4.276923076923077,4.6,15.458461538461538,282.61538461538464,0.0,4.344177849304481e-06
G050_087,36.25,38.75,13,3.753846153846154,4.6,10.713846153846154,223.76923076923077,0.0,4.344177849304481e-06
G046_032,26.25,-98.75,13,4.007692307692308,4.5,19.696923076923078,248.46153846153845,0.0,4.344177849304481e-06
G026_104,-23.75,81.25,13,4.723076923076923,5.5,10.180769230769231,345.9230769230769,0.0,4.344177849304481e-06
G025_123,-26.25,128.75,13,4.3769230769230765,6.0,4.973846153846154,298.53846153846155,0.0,4.344177849304481e-06
G022_102,-33.75,76.25,12,4.591666666666667,4.8,10.0,324.8333333333333,0.0,4.010010322434905e-06
G052_098,41.25,66.25,12,4.308333333333334,4.9,14.369750000000002,286.4166666666667,0.0,4.010010322434905e-06
G044_131,21.25,148.75,12,4.441666666666666,4.9,19.401583333333335,305.6666666666667,0.0,4.010010322434905e-06
G050_040,36.25,-78.75,12,2.2841666666666667,2.7,5.505,124.33333333333333,0.0,4.010010322434905e-06
G012_059,-58.75,-31.25,12,4.69,5.3,18.0,340.0833333333333,0.0,4.010010322434905e-06
