region_cluster,region_count,total_events,profile_mag_mean,profile_mag_p90,profile_mag_max,profile_depth_mean,profile_depth_p90,profile_sig_mean,profile_major_quake_ratio,profile_shallow_ratio,profile_deep_ratio,profile_tsunami_rate,event_count_log1p,mag_mean,mag_p90,mag_max,depth_mean,depth_p90,sig_mean,major_quake_ratio,shallow_ratio,deep_ratio,tsunami_rate
0,1297,2957768,3.8157617697503925,4.516780262143408,5.937162683114881,27.69595601977049,51.37219930443503,251.86478001653427,0.10436669512776994,0.9142855379136066,0.004671134797023952,0.0018959159086831042,5.316238120529167,3.815761769750393,4.516780262143408,5.93716268311488,27.6959560197705,51.37219930443504,251.86478001653427,0.1043666951277699,0.9142855379136066,0.004671134797023848,0.0018959159086831053
1,48,24081,4.349494121513017,5.068958333333334,6.73125,398.43235664080083,533.6660375,304.40378921403845,0.11982322293745575,0.1686798591464541,0.7709735280526724,0.002889600194757577,5.09112938892765,4.349494121513017,5.068958333333334,6.73125,398.4323566408008,533.6660375,304.40378921403845,0.11982322293745575,0.16867985914645423,0.7709735280526723,0.0028896001947575772
