event_cluster,event_count,mag_mean,mag_p90,depth_mean,sig_mean,tsunami_rate,region_count,top_mag_type,top_depth_band,mag,depth_log1p,sig_log1p,gap,rms_log1p,nst_log1p,dmin_log1p,tsunami,depth_centroid_km,sig_centroid,rms_centroid,nst_centroid,dmin_centroid
0,2843224,1.6529776738391593,3.3,21.034739369780766,61.862065739456334,0.00041994580799824423,3086,ml,shallow,1.6464722426074025,2.2647657132224395,3.3520821213232224,120.83617261922952,0.22826165710846785,1.9869039115361251,0.04971466604019847,0.0006139708066784179,8.628868420270196,27.562141619100935,0.25641403208892694,6.292919248952732,0.05097117582206466
1,149287,4.365781079397403,5.0,90.89707196406921,300.04632017523295,0.0038047519207968544,2645,mb,shallow,4.329104098657966,3.560109085715724,5.639717529232904,125.25150163220891,0.5455906574689358,0.9300008994356173,1.4368211224753267,0.003989844033369604,34.16703315685757,280.383224713144,0.7256273360951635,1.5345114572467065,3.207300044965385
